supplier_id,quarter,supplier_tier,defect_rate_pct,on_time_delivery_pct,team_size,audit_score
SUP066,Q4-2022,tier-2,6.97,92.5,9,61
SUP066,Q1-2023,T2,3.1,95.1,9,82
SUP066,Q2-2023,Tier 2,7.14,82.8,9,88
SUP066,Q3-2023,tier-2,5.14,98.4,9,62
SUP066,Q4-2023,tier 2,1.12,96.1,9,69
SUP067,Q1-2022,Tier 1,7.93,78.3,24,69
SUP067,Q2-2022,tier 1,4.1,95.0,24,70
SUP067,Q3-2022,tier 1,1.34,93.6,24,74
SUP067,Q4-2022,Tier 1,1.09,86.3,24,80
SUP067,Q2-2023,Tier 1,4.44,85.0,24,95
SUP067,Q3-2023,T1,3.68,81.8,24,62
SUP067,Q4-2023,T1,4.6,80.0,24,81
SUP068,Q1-2022,T3,6.12,85.6,11,93
SUP068,Q2-2022,Tier 3,1.65,81.9,11,90
SUP068,Q4-2022,Tier 3,5.79,95.6,11,79
SUP068,Q1-2023,Tier 3,7.06,94.7,11,96
SUP068,Q2-2023,tier-3,5.39,89.0,11,94
SUP068,Q3-2023,T3,7.35,80.1,11,83
SUP069,Q1-2022,tier-3,3.56,92.2,11,62
SUP069,Q2-2022,tier-3,1.29,94.8,11,93
SUP069,Q3-2022,Tier 3,0.39,93.8,11,84
SUP069,Q4-2022,tier-3,4.11,83.5,11,74
SUP069,Q1-2023,T3,0.94,80.2,11,63
SUP069,Q2-2023,T3,1.73,92.5,11,85
SUP069,Q3-2023,T3,4.31,97.6,11,78
SUP069,Q4-2023,T3,0.6,93.5,11,75
SUP070,Q1-2022,T3,4.64,91.2,9,99
SUP070,Q2-2022,T3,5.44,94.2,9,73
SUP070,Q3-2022,tier-3,0.49,90.5,9,99
SUP070,Q4-2022,tier-3,1.96,84.9,9,82
SUP070,Q1-2023,Tier 3,1.33,78.9,9,89
SUP070,Q2-2023,tier-3,5.55,78.8,9,77
SUP070,Q3-2023,tier-3,2.26,90.5,9,61
SUP070,Q4-2023,Tier 3,7.39,84.0,9,86
SUP071,Q2-2022,T1,7.85,93.5,18,62
SUP071,Q3-2022,tier-1,6.5,93.5,18,78
SUP071,Q4-2022,Tier 1,3.61,87.7,18,68
SUP071,Q1-2023,T1,5.15,91.6,18,93
SUP071,Q2-2023,T1,2.97,79.0,18,67
SUP071,Q3-2023,T1,3.51,83.2,18,91
SUP071,Q4-2023,Tier 1,4.7,82.9,18,83
SUP072,Q1-2022,Tier 1,3.01,86.0,6,71
SUP072,Q2-2022,tier 1,2.57,93.9,6,77
SUP072,Q3-2022,tier 1,5.29,87.1,6,67
SUP072,Q4-2022,tier 1,3.32,89.0,6,89
SUP072,Q1-2023,tier-1,0.83,86.7,6,93
SUP072,Q2-2023,Tier 1,4.46,97.5,6,64
SUP072,Q4-2023,T1,3.66,78.4,6,77
SUP073,Q1-2022,tier-2,1.73,83.8,9,65
SUP073,Q2-2022,tier 2,0.01,81.4,9,76
SUP073,Q3-2022,Tier 2,4.4,84.9,9,78
SUP073,Q4-2022,T2,0.19,97.8,9,81
SUP073,Q1-2023,tier-2,1.01,81.1,9,95
SUP073,Q2-2023,T2,4.88,98.7,9,99
SUP073,Q3-2023,tier 2,7.8,82.3,9,94
SUP073,Q4-2023,Tier 2,3.07,97.6,9,84
SUP074,Q1-2022,Tier 3,3.03,91.6,11,65
SUP074,Q2-2022,tier-3,0.46,97.4,11,75
SUP074,Q3-2022,Tier 3,1.19,89.2,11,82
SUP074,Q4-2022,T3,3.65,81.3,11,92
SUP074,Q1-2023,Tier 3,0.28,92.9,11,69
SUP074,Q2-2023,Tier 3,0.06,81.4,11,64
SUP074,Q4-2023,Tier 3,5.47,90.4,11,86
SUP075,Q1-2022,tier-1,4.75,82.4,14,74
SUP075,Q2-2022,tier-1,7.06,92.0,14,91
SUP075,Q3-2022,tier 1,0.69,83.1,14,78
SUP075,Q1-2023,Tier 1,1.78,95.1,14,99
SUP075,Q2-2023,tier 1,3.35,84.8,14,66
SUP075,Q3-2023,tier-1,7.66,96.4,14,97
SUP075,Q4-2023,tier 1,1.18,97.2,14,66
SUP076,Q1-2022,tier 2,1.26,78.2,20,80
SUP076,Q2-2022,tier 2,7.31,94.7,20,86
SUP076,Q3-2022,Tier 2,4.74,83.4,20,98
SUP076,Q4-2022,Tier 2,2.56,84.0,20,66
SUP076,Q1-2023,tier 2,3.75,91.7,20,82
SUP076,Q2-2023,tier-2,7.44,88.6,20,76
SUP076,Q3-2023,tier-2,5.68,93.0,20,92
SUP076,Q4-2023,Tier 2,4.91,83.8,20,89
SUP077,Q1-2022,T1,0.53,83.1,6,79
SUP077,Q2-2022,Tier 1,1.28,90.8,6,62
SUP077,Q3-2022,tier-1,6.58,84.5,6,96
SUP077,Q4-2022,Tier 1,3.78,91.8,6,81
SUP077,Q1-2023,T1,7.83,80.1,6,84
SUP077,Q2-2023,tier 1,1.96,93.7,6,93
SUP077,Q3-2023,tier 1,6.2,90.4,6,81
SUP078,Q1-2022,T2,2.34,96.7,7,79
SUP078,Q2-2022,tier 2,2.23,92.9,7,90
SUP078,Q3-2022,tier 2,0.73,84.8,7,77
SUP078,Q4-2022,Tier 2,5.94,88.0,7,69
SUP078,Q1-2023,tier 2,2.51,81.0,7,75
SUP078,Q2-2023,tier-2,4.82,85.9,7,70
SUP078,Q3-2023,tier 2,0.52,83.3,7,75
SUP078,Q4-2023,tier-2,5.65,91.0,7,69
SUP079,Q1-2022,Tier 2,5.08,86.0,23,60
SUP079,Q2-2022,T2,6.12,87.4,23,75
SUP079,Q3-2022,tier-2,3.69,91.5,23,89
SUP079,Q4-2022,tier 2,1.99,96.6,23,79
SUP079,Q1-2023,tier 2,6.26,90.9,23,63
SUP079,Q2-2023,tier-2,4.94,81.2,23,93
SUP079,Q3-2023,tier 2,4.78,87.3,23,68
SUP079,Q4-2023,Tier 2,7.06,85.9,23,62
SUP080,Q1-2022,Tier 2,1.46,93.4,13,62
SUP080,Q3-2022,tier-2,6.53,93.2,13,77
SUP080,Q4-2022,tier-2,7.25,85.1,13,60
SUP080,Q1-2023,tier-2,2.14,82.7,13,84
SUP080,Q2-2023,Tier 2,5.27,94.4,13,92
SUP080,Q3-2023,tier 2,1.64,87.5,13,90
SUP080,Q4-2023,Tier 2,7.35,96.4,13,66
SUP081,Q1-2022,tier-3,7.72,87.8,23,96
SUP081,Q2-2022,T3,3.12,83.4,23,61
SUP081,Q3-2022,T3,7.63,82.1,23,62
SUP081,Q4-2022,Tier 3,5.13,92.2,23,98
SUP081,Q1-2023,Tier 3,5.17,81.9,23,60
SUP081,Q2-2023,tier-3,2.04,92.9,23,97
SUP081,Q3-2023,T3,3.61,91.3,23,66
SUP081,Q4-2023,tier-3,2.16,83.7,23,66
SUP082,Q1-2022,tier 2,2.65,87.5,18,66
SUP082,Q2-2022,Tier 2,1.54,89.4,18,70
SUP082,Q3-2022,T2,7.55,87.0,18,65
SUP082,Q4-2022,tier-2,0.79,78.9,18,70
SUP082,Q1-2023,T2,6.74,79.2,18,88
SUP082,Q2-2023,tier-2,3.01,84.4,18,83
SUP082,Q3-2023,tier 2,0.51,95.4,18,66
SUP082,Q4-2023,tier 2,5.88,92.9,18,65
SUP083,Q1-2022,Tier 1,0.01,90.6,22,72
SUP083,Q2-2022,T1,1.49,85.0,22,74
SUP083,Q1-2023,T1,2.5,98.6,22,64
SUP083,Q2-2023,tier-1,5.72,90.6,22,98
SUP083,Q3-2023,Tier 1,0.77,82.0,22,81
SUP083,Q4-2023,tier 1,7.89,92.1,22,63
SUP084,Q1-2022,T1,5.42,78.8,8,88
SUP084,Q2-2022,Tier 1,2.92,78.1,8,61
SUP084,Q3-2022,tier 1,2.06,88.3,8,80
SUP084,Q4-2022,Tier 1,0.46,79.7,8,97
SUP084,Q1-2023,T1,1.15,84.1,8,89
SUP084,Q2-2023,tier 1,0.21,89.6,8,79
SUP084,Q3-2023,tier-1,3.1,89.7,8,87
SUP084,Q4-2023,tier-1,1.23,97.6,8,81
SUP085,Q1-2022,tier 2,7.33,91.6,20,81
SUP085,Q2-2022,tier 2,0.03,79.3,20,97
SUP085,Q3-2022,T2,0.76,85.4,20,66
SUP085,Q4-2022,tier 2,4.72,81.1,20,88
SUP085,Q1-2023,T2,2.84,78.3,20,92
SUP085,Q2-2023,tier 2,2.19,95.0,20,71
SUP085,Q3-2023,T2,5.56,80.9,20,91
SUP085,Q4-2023,T2,1.56,91.6,20,92
SUP086,Q1-2022,tier-1,0.9,88.9,11,79
SUP086,Q2-2022,tier 1,1.31,80.8,11,77
SUP086,Q3-2022,tier-1,2.84,84.8,11,98
SUP086,Q4-2022,tier-1,4.5,97.3,11,91
SUP086,Q1-2023,Tier 1,4.45,85.3,11,71
SUP086,Q2-2023,tier-1,7.04,87.9,11,64
SUP086,Q3-2023,tier-1,2.17,88.3,11,98
SUP087,Q1-2022,tier-3,2.47,89.9,10,92
SUP087,Q4-2022,tier-3,0.57,88.0,10,93
SUP087,Q1-2023,T3,1.51,94.0,10,73
SUP087,Q2-2023,Tier 3,1.12,98.2,10,72
SUP087,Q3-2023,T3,5.68,92.8,10,83
SUP087,Q4-2023,tier-3,3.87,89.2,10,65
SUP088,Q1-2022,tier-2,5.32,78.7,11,61
SUP088,Q2-2022,tier-2,1.53,91.4,11,71
SUP088,Q3-2022,tier 2,3.37,79.9,11,65
SUP088,Q4-2022,tier 2,5.76,90.2,11,77
SUP088,Q1-2023,tier-2,3.9,98.3,11,74
SUP088,Q2-2023,T2,3.83,78.6,11,90
SUP088,Q3-2023,T2,2.55,83.4,11,94
SUP088,Q4-2023,tier 2,0.38,79.3,11,99
SUP089,Q1-2022,tier 1,0.57,97.6,9,61
SUP089,Q2-2022,Tier 1,4.37,90.9,9,77
SUP089,Q4-2022,tier-1,0.81,79.8,9,71
SUP089,Q1-2023,tier 1,0.1,87.1,9,91
SUP089,Q2-2023,tier 1,4.83,95.8,9,88
SUP089,Q3-2023,tier 1,6.79,88.6,9,83
SUP089,Q4-2023,T1,2.2,78.6,9,68
SUP090,Q1-2022,Tier 2,2.81,89.0,6,69
SUP090,Q2-2022,T2,2.34,88.9,6,67
SUP090,Q3-2022,tier-2,1.26,80.2,6,73
SUP090,Q4-2022,Tier 2,5.38,94.7,6,65
SUP090,Q1-2023,tier 2,3.14,78.7,6,83
SUP090,Q2-2023,Tier 2,0.31,84.9,6,68
SUP090,Q3-2023,tier 2,4.48,88.1,6,79
SUP090,Q4-2023,Tier 2,5.34,84.7,6,67
SUP091,Q1-2022,Tier 3,4.77,84.6,11,87
SUP091,Q2-2022,T3,5.18,80.8,11,73
SUP091,Q3-2022,tier-3,7.14,78.8,11,94
SUP091,Q4-2022,Tier 3,4.06,86.9,11,94
SUP091,Q2-2023,Tier 3,3.64,98.0,11,61
SUP091,Q3-2023,T3,7.38,89.7,11,71
SUP091,Q4-2023,T3,5.48,89.5,11,97
SUP092,Q1-2022,tier 2,2.15,80.9,23,75
SUP092,Q2-2022,Tier 2,0.23,93.5,23,87
SUP092,Q3-2022,tier-2,0.6,80.3,23,63
SUP092,Q4-2022,tier 2,0.55,95.5,23,87
SUP092,Q1-2023,tier-2,7.26,96.4,23,92
SUP092,Q2-2023,tier 2,2.01,88.6,23,92
SUP092,Q3-2023,Tier 2,5.27,80.8,23,81
SUP093,Q1-2022,Tier 3,1.86,91.0,15,62
SUP093,Q3-2022,Tier 3,6.89,85.2,15,91
SUP093,Q4-2022,tier-3,3.22,81.2,15,74
SUP093,Q1-2023,tier-3,7.03,97.4,15,81
SUP093,Q2-2023,T3,4.5,89.7,15,96
SUP093,Q3-2023,Tier 3,0.61,89.8,15,99
SUP093,Q4-2023,tier-3,2.58,78.1,15,83
SUP094,Q1-2022,tier 1,1.5,78.8,16,95
SUP094,Q2-2022,Tier 1,2.69,92.3,16,74
SUP094,Q3-2022,Tier 1,2.62,95.3,16,61
SUP094,Q4-2022,tier 1,0.01,78.7,16,87
SUP094,Q1-2023,T1,6.26,97.7,16,67
SUP094,Q3-2023,tier-1,3.61,94.6,16,96
SUP095,Q1-2022,Tier 1,6.34,91.0,12,71
SUP095,Q2-2022,tier-1,2.48,98.3,12,92
SUP095,Q3-2022,Tier 1,4.42,86.6,12,77
SUP095,Q4-2022,tier-1,3.46,95.4,12,77
SUP095,Q1-2023,tier-1,4.51,87.3,12,96
SUP095,Q2-2023,tier-1,6.71,89.8,12,81
SUP095,Q3-2023,tier 1,5.41,93.7,12,87
SUP095,Q4-2023,T1,3.99,90.4,12,99
SUP096,Q1-2022,tier 1,4.88,80.7,5,82
SUP096,Q2-2022,T1,6.07,86.2,5,92
SUP096,Q3-2022,T1,3.31,90.0,5,75
SUP096,Q4-2022,T1,5.75,89.9,5,60
SUP096,Q1-2023,Tier 1,6.48,92.3,5,78
SUP096,Q2-2023,tier 1,5.66,98.7,5,71
SUP096,Q3-2023,T1,7.35,93.9,5,96
SUP096,Q4-2023,tier 1,4.35,94.1,5,84
SUP097,Q1-2022,Tier 3,0.88,86.0,15,80
SUP097,Q2-2022,Tier 3,3.46,80.3,15,97
SUP097,Q3-2022,T3,3.88,79.0,15,66
SUP097,Q1-2023,tier-3,1.32,92.8,15,71
SUP097,Q2-2023,T3,4.74,81.2,15,91
SUP097,Q3-2023,T3,7.11,89.4,15,81
SUP097,Q4-2023,T3,2.64,87.9,15,95
SUP098,Q1-2022,Tier 3,0.92,95.9,13,79
SUP098,Q2-2022,T3,4.43,85.2,13,65
SUP098,Q3-2022,T3,6.39,88.5,13,80
SUP098,Q4-2022,tier-3,4.98,88.8,13,80
SUP098,Q1-2023,tier-3,7.24,81.9,13,88
SUP098,Q2-2023,Tier 3,6.5,96.1,13,60
SUP098,Q3-2023,Tier 3,2.45,94.0,13,79
SUP098,Q4-2023,T3,2.46,87.4,13,71
SUP099,Q1-2022,tier-2,6.56,83.4,11,89
SUP099,Q3-2022,tier 2,6.34,86.4,11,89
SUP099,Q4-2022,tier-2,7.32,94.8,11,99
SUP099,Q1-2023,tier 2,6.23,84.1,11,75
SUP099,Q2-2023,tier-2,2.62,94.9,11,78
SUP099,Q4-2023,T2,6.96,96.5,11,63
SUP100,Q1-2022,tier 2,2.29,80.7,11,98
SUP100,Q2-2022,Tier 2,1.76,97.6,11,90
SUP100,Q3-2022,T2,1.97,82.2,11,60
SUP100,Q4-2022,tier 2,5.25,84.9,11,80
SUP100,Q1-2023,tier-2,4.82,92.6,11,84
SUP100,Q2-2023,tier-2,1.28,84.7,11,71
SUP100,Q3-2023,tier-2,2.22,87.5,11,98
SUP100,Q4-2023,Tier 2,5.35,89.8,11,91
SUP101,Q1-2022,T3,5.14,82.0,22,68
SUP101,Q2-2022,T3,4.79,86.7,22,64
SUP101,Q3-2022,Tier 3,0.49,95.3,22,62
SUP101,Q4-2022,tier-3,4.28,83.8,22,68
SUP101,Q2-2023,tier-3,1.41,79.1,22,86
SUP101,Q3-2023,tier-3,3.11,83.2,22,90
SUP101,Q4-2023,Tier 3,2.38,82.4,22,96
SUP102,Q1-2022,tier-3,2.54,79.7,11,80
SUP102,Q2-2022,T3,7.04,79.2,11,66
SUP102,Q3-2022,T3,7.27,96.7,11,69
SUP102,Q4-2022,Tier 3,3.36,82.4,11,87
SUP102,Q1-2023,tier-3,3.04,90.1,11,95
SUP102,Q2-2023,T3,2.37,85.3,11,74
SUP102,Q3-2023,Tier 3,7.03,84.8,11,97
SUP102,Q4-2023,tier-3,0.43,93.5,11,82
SUP103,Q1-2022,tier-1,3.9,81.9,5,66
SUP103,Q2-2022,T1,2.78,98.0,5,84
SUP103,Q3-2022,Tier 1,0.31,90.6,5,84
SUP103,Q4-2022,Tier 1,4.34,93.8,5,99
SUP103,Q1-2023,tier-1,0.38,78.5,5,76
SUP103,Q2-2023,tier 1,7.07,83.1,5,76
SUP103,Q3-2023,Tier 1,0.49,81.2,5,82
SUP103,Q4-2023,tier-1,5.36,87.2,5,95
SUP104,Q1-2022,Tier 3,6.07,98.8,19,83
SUP104,Q2-2022,Tier 3,6.66,93.3,19,90
SUP104,Q3-2022,T3,7.48,88.0,19,66
SUP104,Q4-2022,T3,6.81,87.1,19,85
SUP104,Q1-2023,tier-3,6.39,98.2,19,84
SUP104,Q2-2023,T3,6.06,97.7,19,69
SUP104,Q3-2023,Tier 3,4.59,90.2,19,96
SUP104,Q4-2023,Tier 3,2.04,93.2,19,66
SUP105,Q1-2022,tier-1,1.69,82.0,24,91
SUP105,Q2-2022,tier-1,4.09,79.9,24,64
SUP105,Q3-2022,T1,7.01,84.5,24,88
SUP105,Q4-2022,tier-1,0.68,88.7,24,90
SUP105,Q1-2023,tier 1,3.72,85.2,24,78
SUP105,Q2-2023,tier-1,2.23,97.5,24,69
SUP105,Q3-2023,tier-1,2.62,79.9,24,66
SUP105,Q4-2023,Tier 1,0.47,94.6,24,93
SUP106,Q1-2022,Tier 2,5.3,91.2,15,86
SUP106,Q2-2022,T2,5.45,95.2,15,97
SUP106,Q3-2022,T2,3.93,92.8,15,84
SUP106,Q4-2022,tier 2,7.69,79.8,15,63
SUP106,Q1-2023,tier-2,7.46,82.7,15,74
SUP106,Q2-2023,Tier 2,7.68,80.7,15,80
SUP106,Q3-2023,tier 2,5.59,82.7,15,87
SUP107,Q1-2022,tier-1,4.5,91.7,11,81
SUP107,Q2-2022,Tier 1,3.32,83.7,11,85
SUP107,Q4-2022,tier 1,2.5,81.7,11,70
SUP107,Q1-2023,tier-1,5.33,91.2,11,60
SUP107,Q2-2023,tier-1,6.39,89.9,11,93
SUP107,Q3-2023,tier 1,0.49,87.0,11,65
SUP107,Q4-2023,tier-1,3.42,83.9,11,65
SUP108,Q1-2022,T1,6.15,91.2,18,64
SUP108,Q3-2022,tier 1,4.36,83.7,18,81
SUP108,Q4-2022,Tier 1,7.48,91.1,18,84
SUP108,Q1-2023,tier-1,3.31,87.9,18,79
SUP108,Q2-2023,T1,3.52,92.4,18,99
SUP108,Q3-2023,Tier 1,2.26,92.3,18,61
SUP108,Q4-2023,tier 1,5.22,90.8,18,61
SUP109,Q1-2022,T3,5.86,92.8,24,80
SUP109,Q2-2022,tier-3,3.39,83.8,24,69
SUP109,Q3-2022,T3,3.13,90.7,24,70
SUP109,Q4-2022,Tier 3,3.5,92.8,24,68
SUP109,Q1-2023,Tier 3,3.76,78.6,24,95
SUP109,Q2-2023,Tier 3,7.59,84.8,24,87
SUP109,Q3-2023,Tier 3,2.06,91.0,24,86
SUP109,Q4-2023,T3,1.63,80.3,24,78
SUP110,Q1-2022,Tier 2,3.3,78.0,21,64
SUP110,Q2-2022,Tier 2,0.16,86.8,21,74
SUP110,Q3-2022,T2,5.7,87.7,21,88
SUP110,Q4-2022,T2,0.31,98.7,21,63
SUP110,Q1-2023,tier 2,2.04,81.0,21,93
SUP110,Q2-2023,tier 2,4.13,89.0,21,93
SUP110,Q3-2023,tier-2,2.49,86.4,21,96
SUP110,Q4-2023,tier 2,1.54,81.0,21,89
SUP111,Q1-2022,tier-3,4.24,85.9,21,80
SUP111,Q2-2022,tier-3,7.05,89.5,21,86
SUP111,Q3-2022,Tier 3,4.09,88.0,21,92
SUP111,Q4-2022,T3,3.17,84.4,21,94
SUP111,Q1-2023,tier-3,4.36,91.9,21,90
SUP111,Q2-2023,Tier 3,6.93,85.3,21,77
SUP111,Q3-2023,T3,1.66,89.8,21,69
SUP111,Q4-2023,tier-3,1.11,97.1,21,81
SUP112,Q1-2022,tier-2,4.08,78.8,18,81
SUP112,Q2-2022,Tier 2,2.11,85.2,18,71
SUP112,Q3-2022,tier-2,0.75,79.5,18,85
SUP112,Q4-2022,T2,1.53,90.8,18,93
SUP112,Q1-2023,tier 2,1.68,79.9,18,67
SUP112,Q2-2023,tier 2,2.36,86.9,18,73
SUP112,Q3-2023,T2,5.72,79.4,18,98
SUP112,Q4-2023,tier-2,7.91,97.9,18,86
SUP113,Q1-2022,tier-1,2.52,80.7,7,65
SUP113,Q2-2022,tier-1,2.76,79.9,7,87
SUP113,Q3-2022,Tier 1,1.27,87.1,7,62
SUP113,Q4-2022,tier 1,1.16,89.0,7,65
SUP113,Q1-2023,tier-1,0.61,82.2,7,96
SUP113,Q2-2023,T1,3.95,91.7,7,62
SUP113,Q3-2023,Tier 1,3.53,90.2,7,68
SUP113,Q4-2023,tier 1,0.57,82.6,7,69
SUP114,Q1-2022,T1,7.97,98.6,7,78
SUP114,Q2-2022,Tier 1,0.65,84.8,7,60
SUP114,Q4-2022,Tier 1,3.63,85.1,7,69
SUP114,Q1-2023,tier-1,5.73,85.5,7,97
SUP114,Q2-2023,T1,4.31,81.9,7,94
SUP114,Q3-2023,T1,1.22,81.4,7,69
SUP114,Q4-2023,T1,1.38,97.5,7,84
SUP115,Q1-2022,T1,4.39,83.3,16,61
SUP115,Q2-2022,T1,0.7,93.1,16,95
SUP115,Q3-2022,T1,2.52,96.9,16,68
SUP115,Q4-2022,tier-1,7.58,91.7,16,87
SUP115,Q1-2023,T1,7.24,88.7,16,86
SUP115,Q2-2023,Tier 1,5.12,89.5,16,92
SUP115,Q3-2023,tier-1,2.51,95.8,16,64
SUP115,Q4-2023,T1,6.57,87.3,16,80
SUP116,Q1-2022,tier-1,7.4,88.1,20,80
SUP116,Q2-2022,T1,2.12,85.7,20,70
SUP116,Q3-2022,Tier 1,7.6,92.0,20,67
SUP116,Q4-2022,Tier 1,6.63,95.8,20,81
SUP116,Q1-2023,T1,7.63,86.3,20,76
SUP116,Q2-2023,Tier 1,5.63,81.4,20,92
SUP116,Q3-2023,tier-1,0.95,94.6,20,86
SUP116,Q4-2023,T1,7.28,81.8,20,71
SUP117,Q1-2022,T3,3.36,81.7,20,75
SUP117,Q3-2022,Tier 3,5.19,90.1,20,62
SUP117,Q4-2022,Tier 3,2.96,83.8,20,66
SUP117,Q1-2023,T3,2.48,89.3,20,95
SUP117,Q2-2023,Tier 3,4.94,79.5,20,96
SUP117,Q3-2023,Tier 3,0.81,94.1,20,82
SUP117,Q4-2023,tier-3,1.75,84.8,20,93
SUP118,Q1-2022,Tier 2,5.49,97.0,9,83
SUP118,Q2-2022,Tier 2,5.27,89.8,9,78
SUP118,Q3-2022,tier 2,0.76,93.0,9,72
SUP118,Q4-2022,tier 2,7.32,88.9,9,72
SUP118,Q1-2023,tier-2,6.17,88.5,9,72
SUP118,Q2-2023,Tier 2,2.14,90.4,9,74
SUP118,Q3-2023,tier 2,3.87,98.0,9,94
SUP118,Q4-2023,T2,7.1,86.1,9,76
SUP119,Q1-2022,Tier 3,4.15,88.1,24,82
SUP119,Q2-2022,tier-3,5.85,91.2,24,91
SUP119,Q3-2022,tier-3,4.08,88.7,24,73
SUP119,Q4-2022,tier-3,6.85,92.9,24,60
SUP119,Q1-2023,T3,3.12,89.1,24,91
SUP119,Q2-2023,T3,3.8,83.4,24,61
SUP119,Q4-2023,tier-3,3.48,86.7,24,99
SUP120,Q1-2022,Tier 1,3.5,88.0,9,88
SUP120,Q3-2022,tier 1,0.57,87.5,9,83
SUP120,Q4-2022,tier 1,4.19,83.9,9,81
SUP120,Q1-2023,tier 1,5.11,83.2,9,94
SUP120,Q3-2023,Tier 1,4.29,87.7,9,95
SUP120,Q4-2023,tier 1,7.97,84.2,9,98
SUP121,Q1-2022,T3,4.89,98.7,19,91
SUP121,Q2-2022,Tier 3,7.19,93.2,19,90
SUP121,Q3-2022,Tier 3,3.87,97.3,19,65
SUP121,Q4-2022,T3,0.83,80.8,19,66
SUP121,Q1-2023,tier-3,0.65,93.2,19,62
SUP121,Q2-2023,Tier 3,6.69,83.9,19,99
SUP121,Q3-2023,Tier 3,7.08,81.7,19,80
SUP121,Q4-2023,Tier 3,1.64,94.9,19,93
SUP122,Q1-2022,tier-2,5.97,93.8,7,69
SUP122,Q3-2022,tier 2,1.62,92.7,7,67
SUP122,Q4-2022,tier-2,3.59,80.4,7,82
SUP122,Q1-2023,tier 2,5.43,79.5,7,82
SUP122,Q2-2023,tier 2,5.48,81.8,7,72
SUP122,Q3-2023,Tier 2,1.22,82.6,7,60
SUP122,Q4-2023,Tier 2,4.83,81.7,7,98
SUP123,Q1-2022,tier-3,7.81,78.7,16,78
SUP123,Q2-2022,tier-3,0.54,81.6,16,89
SUP123,Q3-2022,tier-3,6.95,89.3,16,85
SUP123,Q4-2022,Tier 3,6.62,88.0,16,86
SUP123,Q1-2023,T3,5.74,83.5,16,78
SUP123,Q3-2023,T3,6.4,85.1,16,94
SUP123,Q4-2023,Tier 3,1.49,89.1,16,60
SUP124,Q3-2022,tier-2,7.65,83.9,21,83
SUP124,Q4-2022,tier 2,2.27,95.2,21,98
SUP124,Q1-2023,tier 2,4.09,86.9,21,79
SUP124,Q2-2023,tier 2,6.06,99.0,21,92
SUP124,Q3-2023,Tier 2,6.46,96.1,21,63
SUP125,Q1-2022,tier 2,6.85,84.1,9,83
SUP125,Q3-2022,tier-2,4.92,80.7,9,88
SUP125,Q4-2022,tier-2,1.25,97.1,9,99
SUP125,Q1-2023,tier-2,4.84,79.8,9,68
SUP125,Q4-2023,T2,6.48,86.5,9,68
SUP126,Q1-2022,T3,4.26,92.4,13,92
SUP126,Q2-2022,Tier 3,7.98,85.4,13,78
SUP126,Q4-2022,Tier 3,4.43,85.2,13,90
SUP126,Q1-2023,Tier 3,4.16,94.8,13,97
SUP126,Q2-2023,Tier 3,6.56,78.1,13,77
SUP126,Q3-2023,T3,6.3,95.9,13,84
SUP126,Q4-2023,Tier 3,6.59,89.6,13,61
SUP127,Q2-2022,tier-3,4.41,79.2,17,60
SUP127,Q3-2022,T3,7.36,80.1,17,89
SUP127,Q4-2022,Tier 3,0.54,88.0,17,61
SUP127,Q4-2023,tier-3,6.49,80.7,17,93
SUP128,Q1-2022,tier-1,1.87,93.3,5,64
SUP128,Q2-2022,Tier 1,6.13,96.4,5,89
SUP128,Q3-2022,tier 1,1.46,79.4,5,80
SUP128,Q4-2022,tier-1,0.42,96.7,5,69
SUP128,Q1-2023,tier 1,2.51,88.2,5,87
SUP128,Q2-2023,Tier 1,1.94,89.4,5,97
SUP128,Q3-2023,tier-1,5.96,80.5,5,86
SUP128,Q4-2023,tier-1,4.71,81.1,5,88
SUP129,Q1-2022,Tier 2,0.95,88.8,13,63
SUP129,Q2-2022,T2,1.36,93.2,13,66
SUP129,Q3-2022,T2,7.17,78.6,13,98
SUP129,Q4-2022,tier 2,1.8,87.9,13,80
SUP129,Q1-2023,T2,7.32,84.4,13,80
SUP129,Q2-2023,Tier 2,4.66,82.2,13,66
SUP129,Q3-2023,tier-2,4.15,91.7,13,61
SUP129,Q4-2023,tier-2,1.44,93.9,13,74
SUP130,Q1-2022,tier-1,6.38,93.7,11,66
SUP130,Q3-2022,T1,3.75,90.5,11,82
SUP130,Q4-2022,tier 1,7.0,81.4,11,96
SUP130,Q1-2023,Tier 1,0.42,93.6,11,69
SUP130,Q2-2023,tier-1,6.2,89.2,11,66
SUP131,Q1-2022,T1,1.44,90.9,18,80
SUP131,Q2-2022,tier-1,4.74,86.0,18,81
SUP131,Q3-2022,tier-1,1.89,78.6,18,67
SUP131,Q4-2022,tier-1,7.22,95.5,18,64
SUP131,Q1-2023,tier-1,4.54,95.4,18,74
SUP131,Q2-2023,Tier 1,2.37,84.3,18,78
SUP131,Q3-2023,T1,7.02,97.2,18,61
SUP131,Q4-2023,T1,3.66,86.0,18,79
SUP132,Q1-2022,tier-3,0.16,95.7,14,82
SUP132,Q2-2022,T3,5.28,89.1,14,98
SUP132,Q3-2022,Tier 3,1.19,90.3,14,72
SUP132,Q4-2022,Tier 3,3.37,86.7,14,61
SUP132,Q1-2023,tier-3,7.75,81.7,14,94
SUP132,Q2-2023,tier-3,5.27,98.8,14,66
SUP132,Q3-2023,Tier 3,7.24,83.9,14,60
