reporting_country,partner_country,year,flow_type,hs_code,product_category,trade_value_usd,reporting_date,exporter_gdp_usd
Germany,USA,2020,import,501046,Textiles,234664380.0,2021-03-07,25000000000000.0
USA,Germany,2021,export,844277,Machinery,41689329.0,2021-10-17,25000000000000.0
Germany,USA,2021,import,844277,Machinery,44016549.0,2021-10-17,25000000000000.0
USA,Germany,2021,export,851512,Electronics,3581312054.0,2021-03-27,25000000000000.0
Germany,USA,2021,import,851512,Electronics,3778497090.0,2021-03-27,25000000000000.0
USA,Germany,2021,export,299501,Chemicals,2447561896.0,2021-12-01,25000000000000.0
Germany,USA,2021,import,299501,Chemicals,2498578587.0,2021-12-01,25000000000000.0
USA,Germany,2022,export,848847,Machinery,3513863497.0,2022-07-05,25000000000000.0
Germany,USA,2022,import,848847,Machinery,3755655814.0,2022-07-05,25000000000000.0
USA,Germany,2022,export,857088,Electronics,2592591472.0,2022-10-05,25000000000000.0
Germany,USA,2022,import,857088,Electronics,2602282585.0,2022-10-05,25000000000000.0
USA,Germany,2022,export,878577,Vehicles,4666260541.0,2022-07-31,25000000000000.0
Germany,USA,2022,import,878577,Vehicles,5131763634.0,2022-07-31,25000000000000.0
USA,Germany,2022,export,285335,Chemicals,1187086815.0,2022-10-20,25000000000000.0
Germany,USA,2022,import,285335,Chemicals,1170052990.0,2022-10-20,25000000000000.0
USA,Germany,2022,export,501929,Textiles,3922409167.0,2022-05-28,25000000000000.0
Germany,USA,2022,import,501929,Textiles,4152168998.0,2022-05-28,25000000000000.0
USA,Germany,2023,export,856671,Electronics,1233656060.0,2023-03-24,25000000000000.0
Germany,USA,2023,import,856671,Electronics,1222284225.0,2023-03-24,25000000000000.0
USA,Germany,2023,export,281773,Chemicals,1335430623.0,2023-07-20,25000000000000.0
Germany,USA,2023,import,281773,Chemicals,1446716722.0,2023-07-20,25000000000000.0
USA,Germany,2023,export,503520,Textiles,79922195.0,2023-10-16,25000000000000.0
Germany,USA,2023,import,503520,Textiles,87084589.0,2023-10-16,25000000000000.0
USA,France,2019,export,846294,Machinery,2265177441.0,2019-09-01,25000000000000.0
France,USA,2019,import,846294,Machinery,2350939282.0,2019-09-01,25000000000000.0
USA,France,2019,export,852152,Electronics,291829658.0,2019-03-22,25000000000000.0
France,USA,2019,import,852152,Electronics,290412053.0,2019-03-22,25000000000000.0
USA,France,2019,export,877191,Vehicles,1196197074.0,2020-02-11,25000000000000.0
France,USA,2019,import,877191,Vehicles,1218149476.0,2020-02-11,25000000000000.0
USA,France,2019,export,287629,Chemicals,2661105532.0,2019-10-08,25000000000000.0
France,USA,2019,import,287629,Chemicals,2911842341.0,2019-10-08,25000000000000.0
USA,France,2019,export,535948,Textiles,1830897831.0,2020-01-02,25000000000000.0
France,USA,2019,import,535948,Textiles,1921662798.0,2020-01-02,25000000000000.0
USA,France,2020,export,848337,Machinery,1084141900.0,2020-03-19,25000000000000.0
France,USA,2020,import,848337,Machinery,1067493046.0,2020-03-19,25000000000000.0
USA,France,2020,export,854035,Electronics,2554418034.0,2020-01-02,25000000000000.0
France,USA,2020,import,854035,Electronics,2618853087.0,2020-01-02,25000000000000.0
USA,France,2020,export,518518,Textiles,4155619025.0,2020-09-26,25000000000000.0
France,USA,2020,import,518518,Textiles,4367854911.0,2020-09-26,25000000000000.0
USA,France,2021,export,33227,Electronics,538513693.0,2022-03-20,25000000000000.0
France,USA,2021,import,33227,Electronics,579176099.0,2022-03-20,25000000000000.0
USA,France,2021,export,289729,Chemicals,3991051679.0,2021-11-09,25000000000000.0
France,USA,2021,import,289729,Chemicals,3927055470.0,2021-11-09,25000000000000.0
USA,France,2022,export,841637,Machinery,4759389631.0,2022-11-15,25000000000000.0
France,USA,2022,import,841637,Machinery,4722003366.0,2022-11-15,25000000000000.0
USA,France,2022,export,288465,Chemicals,3089601369.0,2022-01-13,25000000000000.0
France,USA,2022,import,288465,Chemicals,3329168572.0,2022-01-13,25000000000000.0
USA,France,2022,export,516202,Textiles,4256791030.0,2022-04-01,25000000000000.0
France,USA,2022,import,516202,Textiles,4641616888.0,2022-04-01,25000000000000.0
USA,France,2023,export,842689,Machinery,3974244222.0,2024-01-16,25000000000000.0
France,USA,2023,import,842689,Machinery,4213133785.0,2024-01-16,25000000000000.0
USA,France,2023,export,859831,Electronics,3494357629.0,2024-03-09,25000000000000.0
France,USA,2023,import,859831,Electronics,3731452131.0,2024-03-09,25000000000000.0
USA,France,2023,export,295028,Chemicals,3740251070.0,2023-02-05,25000000000000.0
France,USA,2023,import,295028,Chemicals,3986919720.0,2023-02-05,25000000000000.0
USA,France,2023,export,533333,Textiles,700602484.0,2024-01-16,25000000000000.0
France,USA,2023,import,533333,Textiles,740014618.0,2024-01-16,25000000000000.0
USA,China,2019,export,848869,Machinery,4995266038.0,2019-12-11,25000000000000.0
China,USA,2019,import,848869,Machinery,5110678003.0,2019-12-11,25000000000000.0
USA,China,2019,export,857232,Electronics,1200095526.0,2019-05-17,25000000000000.0
China,USA,2019,import,857232,Electronics,1211508136.0,2019-05-17,25000000000000.0
USA,China,2019,export,283699,Chemicals,2617142863.0,2019-12-10,25000000000000.0
China,USA,2019,import,283699,Chemicals,2702430674.0,2019-12-10,25000000000000.0
USA,China,2020,export,848548,Machinery,4225072972.0,2020-09-14,25000000000000.0
China,USA,2020,import,848548,Machinery,4475219339.0,2020-09-14,25000000000000.0
USA,China,2020,export,857562,Electronics,1039536960.0,2020-06-30,25000000000000.0
China,USA,2020,import,857562,Electronics,1079743272.0,2020-06-30,25000000000000.0
USA,China,2021,export,841779,Machinery,1479927309.0,2021-03-31,25000000000000.0
China,USA,2021,import,841779,Machinery,1542370772.0,2021-03-31,25000000000000.0
USA,China,2021,export,873322,Vehicles,1607378534.0,2022-03-30,25000000000000.0
China,USA,2021,import,873322,Vehicles,1595262427.0,2022-03-30,25000000000000.0
USA,China,2021,export,284805,Chemicals,1252005852.0,2021-11-01,25000000000000.0
China,USA,2021,import,284805,Chemicals,1360085915.0,2021-11-01,25000000000000.0
USA,China,2021,export,520684,Textiles,980775366.0,2021-09-09,25000000000000.0
China,USA,2021,import,520684,Textiles,982195063.0,2021-09-09,25000000000000.0
USA,China,2022,export,853006,Electronics,3334346371.0,2022-11-06,25000000000000.0
China,USA,2022,import,853006,Electronics,3636212482.0,2022-11-06,25000000000000.0
USA,China,2022,export,872568,Vehicles,721830711.0,2022-09-08,25000000000000.0
China,USA,2022,import,872568,Vehicles,777097573.0,2022-09-08,25000000000000.0
USA,China,2022,export,281192,Chemicals,3086307442.0,2022-10-06,25000000000000.0
China,USA,2022,import,281192,Chemicals,3216450494.0,2022-10-06,25000000000000.0
USA,China,2022,export,514145,Textiles,874693860.0,2022-08-27,25000000000000.0
China,USA,2022,import,514145,Textiles,883997993.0,2022-08-27,25000000000000.0
USA,China,2023,export,842358,Machinery,2287191667.0,2023-04-24,25000000000000.0
China,USA,2023,import,842358,Machinery,2503676106.0,2023-04-24,25000000000000.0
USA,China,2023,export,870527,Vehicles,270970387.0,2023-01-21,25000000000000.0
China,USA,2023,import,870527,Vehicles,298033901.0,2023-01-21,25000000000000.0
USA,Japan,2019,export,849142,Machinery,1614578132.0,2019-09-01,25000000000000.0
Japan,USA,2019,import,849142,Machinery,2085330218.0,2019-09-01,25000000000000.0
USA,Japan,2019,export,856133,Electronics,1724200100.0,2019-07-09,25000000000000.0
Japan,USA,2019,import,856133,Electronics,2091623949.0,2019-07-09,25000000000000.0
USA,Japan,2019,export,525020,Textiles,2528153211.0,2020-03-16,25000000000000.0
Japan,USA,2019,import,525020,Textiles,3293701751.0,2020-03-16,25000000000000.0
USA,Japan,2020,export,845778,Machinery,4614257350.0,2020-02-08,25000000000000.0
Japan,USA,2020,import,845778,Machinery,5539934862.0,2020-02-08,25000000000000.0
USA,Japan,2020,export,857019,Electronics,2696703996.0,2020-09-25,25000000000000.0
Japan,USA,2020,import,857019,Electronics,3413382743.0,2020-09-25,25000000000000.0
USA,Japan,2020,export,871401,Vehicles,4614500904.0,2020-12-14,25000000000000.0
Japan,USA,2020,import,871401,Vehicles,5726122228.0,2020-12-14,25000000000000.0
USA,Japan,2020,export,298173,Chemicals,583380154.0,2020-06-19,25000000000000.0
Japan,USA,2020,import,298173,Chemicals,757840866.0,2020-06-19,25000000000000.0
USA,Japan,2020,export,531768,Textiles,842540216.0,2021-03-09,25000000000000.0
Japan,USA,2020,import,531768,Textiles,1006526471.0,2021-03-09,25000000000000.0
USA,Japan,2021,export,856489,Electronics,216589707.0,2021-09-27,25000000000000.0
Japan,USA,2021,import,856489,Electronics,292209726.0,2021-09-27,25000000000000.0
USA,Japan,2021,export,288597,Chemicals,4509922885.0,2021-01-03,25000000000000.0
Japan,USA,2021,import,288597,Chemicals,5569802425.0,2021-01-03,25000000000000.0
USA,Japan,2021,export,527143,Textiles,3142752508.0,2021-11-18,25000000000000.0
Japan,USA,2021,import,527143,Textiles,3747450957.0,2021-11-18,25000000000000.0
USA,Japan,2022,export,876145,Vehicles,2478108740.0,2022-10-26,25000000000000.0
Japan,USA,2022,import,876145,Vehicles,3087325962.0,2022-10-26,25000000000000.0
USA,Japan,2022,export,282314,Chemicals,731364821.0,2022-07-04,25000000000000.0
Japan,USA,2022,import,282314,Chemicals,914821620.0,2022-07-04,25000000000000.0
USA,Japan,2022,export,524024,Textiles,3489817384.0,2022-01-02,25000000000000.0
Japan,USA,2022,import,524024,Textiles,4298885388.0,2022-01-02,25000000000000.0
USA,Japan,2023,export,840173,Machinery,3671900324.0,2024-03-23,25000000000000.0
Japan,USA,2023,import,840173,Machinery,4727035782.0,2024-03-23,25000000000000.0
USA,Japan,2023,export,853066,Electronics,358668695.0,2023-09-02,25000000000000.0
Japan,USA,2023,import,853066,Electronics,447089477.0,2023-09-02,25000000000000.0
USA,Japan,2023,export,877156,Vehicles,4988812002.0,2023-03-09,25000000000000.0
Japan,USA,2023,import,877156,Vehicles,6140983748.0,2023-03-09,25000000000000.0
USA,Japan,2023,export,293276,Chemicals,2580448363.0,2023-02-08,25000000000000.0
Japan,USA,2023,import,293276,Chemicals,3188558928.0,2023-02-08,25000000000000.0
USA,Japan,2023,export,532028,Textiles,2402077190.0,2023-11-10,25000000000000.0
Japan,USA,2023,import,532028,Textiles,3171828196.0,2023-11-10,25000000000000.0
USA,India,2019,export,847647,Machinery,4286942181.0,2020-03-06,25000000000000.0
India,USA,2019,import,847647,Machinery,4279274025.0,2020-03-06,25000000000000.0
USA,India,2019,export,853880,Electronics,3861638138.0,2019-04-02,25000000000000.0
India,USA,2019,import,853880,Electronics,3875707681.0,2019-04-02,25000000000000.0
USA,India,2019,export,875418,Vehicles,4100203470.0,2019-10-19,25000000000000.0
India,USA,2019,import,875418,Vehicles,4276221527.0,2019-10-19,25000000000000.0
USA,India,2019,export,98261,Chemicals,3576592394.0,2019-02-25,25000000000000.0
India,USA,2019,import,98261,Chemicals,3556549484.0,2019-02-25,25000000000000.0
USA,India,2019,export,537054,Textiles,3596568988.0,2019-03-20,25000000000000.0
India,USA,2019,import,537054,Textiles,3555024122.0,2019-03-20,25000000000000.0
USA,India,2020,export,848155,Machinery,1383304683.0,2021-03-28,25000000000000.0
India,USA,2020,import,848155,Machinery,1457316158.0,2021-03-28,25000000000000.0
USA,India,2020,export,850591,Electronics,2775166959.0,2020-05-11,25000000000000.0
India,USA,2020,import,850591,Electronics,3036240296.0,2020-05-11,25000000000000.0
USA,India,2020,export,870426,Vehicles,1663161787.0,2021-02-08,25000000000000.0
India,USA,2020,import,870426,Vehicles,1705873198.0,2021-02-08,25000000000000.0
USA,India,2020,export,293095,Chemicals,3155863304.0,2021-02-27,25000000000000.0
India,USA,2020,import,293095,Chemicals,3328917012.0,2021-02-27,25000000000000.0
USA,India,2021,export,285786,Chemicals,429084129.0,2021-03-03,25000000000000.0
India,USA,2021,import,285786,Chemicals,440201605.0,2021-03-03,25000000000000.0
USA,India,2022,export,876333,Vehicles,4264030440.0,2022-12-11,25000000000000.0
India,USA,2022,import,876333,Vehicles,4563238061.0,2022-12-11,25000000000000.0
USA,India,2022,export,285423,Chemicals,3167150847.0,2022-08-24,25000000000000.0
India,USA,2022,import,285423,Chemicals,3260247555.0,2022-08-24,25000000000000.0
USA,India,2023,export,854546,Electronics,3373751534.0,2023-01-26,25000000000000.0
India,USA,2023,import,854546,Electronics,3656253372.0,2023-01-26,25000000000000.0
USA,India,2023,export,289936,Chemicals,4927711057.0,2023-06-06,25000000000000.0
India,USA,2023,import,289936,Chemicals,5237919457.0,2023-06-06,25000000000000.0
USA,India,2023,export,505800,Textiles,3613132313.0,2023-11-19,25000000000000.0
India,USA,2023,import,505800,Textiles,3569641277.0,2023-11-19,25000000000000.0
USA,Brazil,2019,export,853622,Electronics,3048163119.0,2020-02-03,25000000000000.0
Brazil,USA,2019,import,853622,Electronics,3170165553.0,2020-02-03,25000000000000.0
USA,Brazil,2019,export,532070,Textiles,3415179459.0,2020-02-15,25000000000000.0
Brazil,USA,2019,import,532070,Textiles,3447683428.0,2020-02-15,25000000000000.0
USA,Brazil,2020,export,844476,Machinery,1115333709.0,2020-11-02,25000000000000.0
Brazil,USA,2020,import,844476,Machinery,1161698913.0,2020-11-02,25000000000000.0
USA,Brazil,2020,export,853559,Electronics,2614446425.0,2020-09-12,25000000000000.0
Brazil,USA,2020,import,853559,Electronics,2781044335.0,2020-09-12,25000000000000.0
USA,Brazil,2020,export,875243,Vehicles,631122329.0,2020-02-08,25000000000000.0
Brazil,USA,2020,import,875243,Vehicles,676079101.0,2020-02-08,25000000000000.0
USA,Brazil,2020,export,530650,Textiles,22059397.0,2020-11-16,25000000000000.0
Brazil,USA,2020,import,530650,Textiles,22444228.0,2020-11-16,25000000000000.0
USA,Brazil,2021,export,846115,Machinery,2294536506.0,2021-08-01,25000000000000.0
Brazil,USA,2021,import,846115,Machinery,2304302348.0,2021-08-01,25000000000000.0
USA,Brazil,2021,export,877025,Vehicles,233617515.0,2021-03-19,25000000000000.0
Brazil,USA,2021,import,877025,Vehicles,232960878.0,2021-03-19,25000000000000.0
USA,Brazil,2022,export,853970,Electronics,4718231558.0,2022-07-22,25000000000000.0
Brazil,USA,2022,import,853970,Electronics,4999999392.0,2022-07-22,25000000000000.0
USA,Brazil,2022,export,878136,Vehicles,4753350640.0,2022-01-19,25000000000000.0
Brazil,USA,2022,import,878136,Vehicles,5203833063.0,2022-01-19,25000000000000.0
USA,Brazil,2022,export,282892,Chemicals,2737811501.0,2022-04-02,25000000000000.0
Brazil,USA,2022,import,282892,Chemicals,2936288348.0,2022-04-02,25000000000000.0
USA,Brazil,2023,export,840887,Machinery,1106522857.0,2023-11-22,25000000000000.0
Brazil,USA,2023,import,840887,Machinery,1167917012.0,2023-11-22,25000000000000.0
USA,Brazil,2023,export,854920,Electronics,202121615.0,2024-03-30,25000000000000.0
Brazil,USA,2023,import,854920,Electronics,202986009.0,2024-03-30,25000000000000.0
USA,Brazil,2023,export,299859,Chemicals,2244167622.0,2024-02-04,25000000000000.0
Brazil,USA,2023,import,299859,Chemicals,2379306117.0,2024-02-04,25000000000000.0
USA,UK,2019,export,849327,Machinery,1755125545.0,2019-10-26,25000000000000.0
UK,USA,2019,import,849327,Machinery,1912558957.0,2019-10-26,25000000000000.0
USA,UK,2019,export,875538,Vehicles,1836195834.0,2019-11-03,25000000000000.0
UK,USA,2019,import,875538,Vehicles,1985394399.0,2019-11-03,25000000000000.0
USA,UK,2019,export,292385,Chemicals,2315126115.0,2020-01-26,25000000000000.0
UK,USA,2019,import,292385,Chemicals,2383953002.0,2020-01-26,25000000000000.0
USA,UK,2019,export,534031,Textiles,903930974.0,2019-06-30,25000000000000.0
UK,USA,2019,import,534031,Textiles,949614546.0,2019-06-30,25000000000000.0
USA,UK,2020,export,856541,Electronics,3198701882.0,2020-05-02,25000000000000.0
UK,USA,2020,import,856541,Electronics,3399777323.0,2020-05-02,25000000000000.0
USA,UK,2020,export,282888,Chemicals,2576663172.0,2020-02-12,25000000000000.0
UK,USA,2020,import,282888,Chemicals,2749676161.0,2020-02-12,25000000000000.0
USA,UK,2020,export,534479,Textiles,509634418.0,2021-03-06,25000000000000.0
UK,USA,2020,import,534479,Textiles,553259216.0,2021-03-06,25000000000000.0
USA,UK,2021,export,849454,Machinery,780178062.0,2021-03-11,25000000000000.0
UK,USA,2021,import,849454,Machinery,850875217.0,2021-03-11,25000000000000.0
USA,UK,2021,export,858336,Electronics,2309211449.0,2021-08-17,25000000000000.0
UK,USA,2021,import,858336,Electronics,2434697121.0,2021-08-17,25000000000000.0
USA,UK,2021,export,874720,Vehicles,1192046388.0,2022-03-03,25000000000000.0
UK,USA,2021,import,874720,Vehicles,1300033903.0,2022-03-03,25000000000000.0
USA,UK,2021,export,500240,Textiles,3108949566.0,2021-03-20,25000000000000.0
UK,USA,2021,import,500240,Textiles,3415943155.0,2021-03-20,25000000000000.0
USA,UK,2022,export,847830,Machinery,2712055675.0,2022-04-07,25000000000000.0
UK,USA,2022,import,847830,Machinery,2734239536.0,2022-04-07,25000000000000.0
USA,UK,2023,export,873014,Vehicles,1273153005.0,2023-12-21,25000000000000.0
UK,USA,2023,import,873014,Vehicles,1367354773.0,2023-12-21,25000000000000.0
USA,UK,2023,export,299795,Chemicals,2823706478.0,2023-05-27,25000000000000.0
UK,USA,2023,import,299795,Chemicals,2896539088.0,2023-05-27,25000000000000.0
USA,UK,2023,export,529374,Textiles,3765782516.0,2023-12-08,25000000000000.0
UK,USA,2023,import,529374,Textiles,3851471881.0,2023-12-08,25000000000000.0
USA,Canada,2019,export,841851,Machinery,360369778.0,2019-01-25,25000000000000.0
Canada,USA,2019,import,841851,Machinery,369431899.0,2019-01-25,25000000000000.0
USA,Canada,2019,export,858962,Electronics,2960448145.0,2019-02-12,25000000000000.0
Canada,USA,2019,import,858962,Electronics,3139877534.0,2019-02-12,25000000000000.0
USA,Canada,2019,export,872939,Vehicles,4674706196.0,2019-06-30,25000000000000.0
Canada,USA,2019,import,872939,Vehicles,4988658725.0,2019-06-30,25000000000000.0
USA,Canada,2019,export,524644,Textiles,3416966665.0,2019-09-27,25000000000000.0
Canada,USA,2019,import,524644,Textiles,3668916606.0,2019-09-27,25000000000000.0
USA,Canada,2020,export,89647,Machinery,4829814223.0,2020-10-13,25000000000000.0
Canada,USA,2020,import,89647,Machinery,5261458042.0,2020-10-13,25000000000000.0
USA,Canada,2020,export,525504,Textiles,55320024.0,2020-12-16,25000000000000.0
Canada,USA,2020,import,525504,Textiles,55778935.0,2020-12-16,25000000000000.0
USA,Canada,2021,export,840291,Machinery,4988945510.0,2021-01-27,25000000000000.0
Canada,USA,2021,import,840291,Machinery,5157705707.0,2021-01-27,25000000000000.0
USA,Canada,2021,export,18698,Vehicles,3574472436.0,2022-03-07,25000000000000.0
Canada,USA,2021,import,18698,Vehicles,3719139056.0,2022-03-07,25000000000000.0
USA,Canada,2021,export,297757,Chemicals,4213479807.0,2021-07-07,25000000000000.0
Canada,USA,2021,import,297757,Chemicals,4453971151.0,2021-07-07,25000000000000.0
USA,Canada,2022,export,848215,Machinery,3335396300.0,2022-03-15,25000000000000.0
Canada,USA,2022,import,848215,Machinery,3511129955.0,2022-03-15,25000000000000.0
USA,Canada,2022,export,854315,Electronics,4182140401.0,2022-05-07,25000000000000.0
Canada,USA,2022,import,854315,Electronics,4445279210.0,2022-05-07,25000000000000.0
USA,Canada,2022,export,879344,Vehicles,1139689754.0,2023-02-02,25000000000000.0
Canada,USA,2022,import,879344,Vehicles,1171832473.0,2023-02-02,25000000000000.0
USA,Canada,2022,export,530593,Textiles,628392991.0,2022-06-10,25000000000000.0
Canada,USA,2022,import,530593,Textiles,621793569.0,2022-06-10,25000000000000.0
USA,Canada,2023,export,843437,Machinery,582694584.0,2023-05-12,25000000000000.0
Canada,USA,2023,import,843437,Machinery,588328152.0,2023-05-12,25000000000000.0
USA,Canada,2023,export,855377,Electronics,1081276510.0,2023-04-09,25000000000000.0
Canada,USA,2023,import,855377,Electronics,1063837873.0,2023-04-09,25000000000000.0
USA,Canada,2023,export,873796,Vehicles,2843427182.0,2023-10-25,25000000000000.0
Canada,USA,2023,import,873796,Vehicles,3116194291.0,2023-10-25,25000000000000.0
USA,Canada,2023,export,299250,Chemicals,421725541.0,2023-10-21,25000000000000.0
Canada,USA,2023,import,299250,Chemicals,454287230.0,2023-10-21,25000000000000.0
USA,Canada,2023,export,533854,Textiles,2188012981.0,2023-03-24,25000000000000.0
Canada,USA,2023,import,533854,Textiles,2375459828.0,2023-03-24,25000000000000.0
USA,Australia,2019,export,879045,Vehicles,3216811212.0,2020-01-09,25000000000000.0
Australia,USA,2019,import,879045,Vehicles,3507249428.0,2020-01-09,25000000000000.0
USA,Australia,2019,export,299543,Chemicals,1091094360.0,2019-04-16,25000000000000.0
Australia,USA,2019,import,299543,Chemicals,1165652316.0,2019-04-16,25000000000000.0
USA,Australia,2020,export,841195,Machinery,233891458.0,2020-09-19,25000000000000.0
Australia,USA,2020,import,841195,Machinery,248979938.0,2020-09-19,25000000000000.0
USA,Australia,2020,export,852473,Electronics,23228493.0,2020-11-06,25000000000000.0
Australia,USA,2020,import,852473,Electronics,23337404.0,2020-11-06,25000000000000.0
USA,Australia,2020,export,874821,Vehicles,3737490038.0,2020-08-19,25000000000000.0
Australia,USA,2020,import,874821,Vehicles,3892760563.0,2020-08-19,25000000000000.0
USA,Australia,2021,export,848789,Machinery,4693248379.0,2021-09-08,25000000000000.0
Australia,USA,2021,import,848789,Machinery,4734391371.0,2021-09-08,25000000000000.0
USA,Australia,2021,export,874412,Vehicles,3279943830.0,2021-01-06,25000000000000.0
Australia,USA,2021,import,874412,Vehicles,3278586323.0,2021-01-06,25000000000000.0
USA,Australia,2021,export,284374,Chemicals,2357054448.0,2021-06-20,25000000000000.0
Australia,USA,2021,import,284374,Chemicals,2397281509.0,2021-06-20,25000000000000.0
USA,Australia,2022,export,842038,Machinery,3321239880.0,2023-01-23,25000000000000.0
Australia,USA,2022,import,842038,Machinery,3383457443.0,2023-01-23,25000000000000.0
USA,Australia,2022,export,873296,Vehicles,3789910602.0,2022-07-15,25000000000000.0
Australia,USA,2022,import,873296,Vehicles,4099729507.0,2022-07-15,25000000000000.0
USA,Australia,2022,export,514655,Textiles,1884632940.0,2022-08-31,25000000000000.0
Australia,USA,2022,import,514655,Textiles,1989093132.0,2022-08-31,25000000000000.0
USA,Australia,2023,export,849302,Machinery,413388371.0,2023-07-06,25000000000000.0
Australia,USA,2023,import,849302,Machinery,420098575.0,2023-07-06,25000000000000.0
USA,Australia,2023,export,507010,Textiles,1752532793.0,2024-03-03,25000000000000.0
Australia,USA,2023,import,507010,Textiles,1758594041.0,2024-03-03,25000000000000.0
China,Germany,2019,export,843842,Machinery,2319877424.0,2020-03-26,17000000000000.0
Germany,China,2019,import,843842,Machinery,3097834332.0,2020-03-26,17000000000000.0
China,Germany,2019,export,874359,Vehicles,2112326997.0,2019-07-02,17000000000000.0
Germany,China,2019,import,874359,Vehicles,2592586661.0,2019-07-02,17000000000000.0
China,Germany,2020,export,842981,Machinery,3182662908.0,2020-12-07,17000000000000.0
Germany,China,2020,import,842981,Machinery,3787798804.0,2020-12-07,17000000000000.0
China,Germany,2020,export,857971,Electronics,3201807522.0,2020-12-16,17000000000000.0
Germany,China,2020,import,857971,Electronics,4204316156.0,2020-12-16,17000000000000.0
China,Germany,2020,export,877510,Vehicles,4784444965.0,2020-12-06,17000000000000.0
Germany,China,2020,import,877510,Vehicles,6172928876.0,2020-12-06,17000000000000.0
China,Germany,2020,export,299082,Chemicals,4596210853.0,2021-02-18,17000000000000.0
Germany,China,2020,import,299082,Chemicals,5583000876.0,2021-02-18,17000000000000.0
China,Germany,2020,export,516532,Textiles,1569688997.0,2021-02-15,17000000000000.0
Germany,China,2020,import,516532,Textiles,2034696641.0,2021-02-15,17000000000000.0
China,Germany,2021,export,858253,Electronics,3971850870.0,2021-03-13,17000000000000.0
Germany,China,2021,import,858253,Electronics,5008771652.0,2021-03-13,17000000000000.0
China,Germany,2021,export,876074,Vehicles,3890540172.0,2021-11-24,17000000000000.0
Germany,China,2021,import,876074,Vehicles,4977100534.0,2021-11-24,17000000000000.0
China,Germany,2021,export,289029,Chemicals,1369278502.0,2021-08-25,17000000000000.0
Germany,China,2021,import,289029,Chemicals,1787278512.0,2021-08-25,17000000000000.0
China,Germany,2021,export,73121,Textiles,2197097876.0,2022-03-09,17000000000000.0
Germany,China,2021,import,73121,Textiles,2841535030.0,2022-03-09,17000000000000.0
China,Germany,2022,export,847869,Machinery,2449171288.0,2022-09-08,17000000000000.0
Germany,China,2022,import,847869,Machinery,3105033526.0,2022-09-08,17000000000000.0
China,Germany,2022,export,853237,Electronics,4474651500.0,2022-01-23,17000000000000.0
Germany,China,2022,import,853237,Electronics,5527134196.0,2022-01-23,17000000000000.0
China,Germany,2022,export,283845,Chemicals,518233496.0,2022-01-01,17000000000000.0
Germany,China,2022,import,283845,Chemicals,635100723.0,2022-01-01,17000000000000.0
China,Germany,2022,export,518887,Textiles,4741431670.0,2022-09-25,17000000000000.0
Germany,China,2022,import,518887,Textiles,6363172208.0,2022-09-25,17000000000000.0
China,Germany,2023,export,843252,Machinery,997143812.0,2023-09-28,17000000000000.0
Germany,China,2023,import,843252,Machinery,1188127436.0,2023-09-28,17000000000000.0
China,Germany,2023,export,856969,Electronics,1370685451.0,2023-05-16,17000000000000.0
Germany,China,2023,import,856969,Electronics,1650273447.0,2023-05-16,17000000000000.0
China,Germany,2023,export,524278,Textiles,1166606498.0,2024-02-07,17000000000000.0
Germany,China,2023,import,524278,Textiles,1570837030.0,2024-02-07,17000000000000.0
China,France,2019,export,873159,Vehicles,3723508198.0,2019-03-02,17000000000000.0
France,China,2019,import,873159,Vehicles,3781495606.0,2019-03-02,17000000000000.0
China,France,2019,export,505833,Textiles,4668999012.0,2019-11-12,17000000000000.0
France,China,2019,import,505833,Textiles,4738854869.0,2019-11-12,17000000000000.0
China,France,2020,export,845124,Machinery,3757639396.0,2021-02-23,17000000000000.0
France,China,2020,import,845124,Machinery,4030851062.0,2021-02-23,17000000000000.0
China,France,2020,export,855398,Electronics,3488543702.0,2020-07-09,17000000000000.0
France,China,2020,import,855398,Electronics,3699275881.0,2020-07-09,17000000000000.0
China,France,2021,export,853820,Electronics,1155858238.0,2021-07-02,17000000000000.0
France,China,2021,import,853820,Electronics,1223798176.0,2021-07-02,17000000000000.0
China,France,2021,export,290263,Chemicals,3665793414.0,2021-09-28,17000000000000.0
France,China,2021,import,290263,Chemicals,3767666536.0,2021-09-28,17000000000000.0
China,France,2022,export,852328,Electronics,482953262.0,2022-07-05,17000000000000.0
France,China,2022,import,852328,Electronics,480531967.0,2022-07-05,17000000000000.0
China,France,2022,export,878708,Vehicles,3245468005.0,2022-09-21,17000000000000.0
France,China,2022,import,878708,Vehicles,3544694244.0,2022-09-21,17000000000000.0
China,France,2022,export,281987,Chemicals,3903416087.0,2022-10-28,17000000000000.0
France,China,2022,import,281987,Chemicals,4291067487.0,2022-10-28,17000000000000.0
China,France,2023,export,843138,Machinery,4413831995.0,2023-03-19,17000000000000.0
France,China,2023,import,843138,Machinery,4416011772.0,2023-03-19,17000000000000.0
China,France,2023,export,852056,Electronics,395668727.0,2024-03-22,17000000000000.0
France,China,2023,import,852056,Electronics,428155384.0,2024-03-22,17000000000000.0
China,France,2023,export,286862,Chemicals,654840839.0,2023-09-13,17000000000000.0
France,China,2023,import,286862,Chemicals,686871028.0,2023-09-13,17000000000000.0
China,France,2023,export,505924,Textiles,1169862552.0,2023-08-26,17000000000000.0
France,China,2023,import,505924,Textiles,1188268458.0,2023-08-26,17000000000000.0
