record_index,reporting_country,partner_country,year,issue_type,field,value,note
718,France,China,2021,large_mirror_statistics_gap,trade_value_usd,601565935.0 vs 3477696245.0,"Gap of 478.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
719,France,China,2021,large_mirror_statistics_gap,trade_value_usd,601565935.0 vs 1546407896.0,"Gap of 157.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
720,France,China,2021,large_mirror_statistics_gap,trade_value_usd,3227767067.0 vs 637770151.0,"Gap of 80.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
722,France,China,2021,large_mirror_statistics_gap,trade_value_usd,3227767067.0 vs 1546407896.0,"Gap of 52.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
723,France,China,2021,large_mirror_statistics_gap,trade_value_usd,1562713452.0 vs 637770151.0,"Gap of 59.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
724,France,China,2021,large_mirror_statistics_gap,trade_value_usd,1562713452.0 vs 3477696245.0,"Gap of 122.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
727,France,China,2022,large_mirror_statistics_gap,trade_value_usd,1884131640.0 vs 398814883.0,"Gap of 78.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
728,France,China,2022,large_mirror_statistics_gap,trade_value_usd,1884131640.0 vs 3605624996.0,"Gap of 91.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
729,France,China,2022,large_mirror_statistics_gap,trade_value_usd,384322586.0 vs 1964775927.0,"Gap of 411.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
731,France,China,2022,large_mirror_statistics_gap,trade_value_usd,384322586.0 vs 3605624996.0,"Gap of 838.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
732,France,China,2022,large_mirror_statistics_gap,trade_value_usd,3370846827.0 vs 1964775927.0,"Gap of 41.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
733,France,China,2022,large_mirror_statistics_gap,trade_value_usd,3370846827.0 vs 398814883.0,"Gap of 88.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
736,France,China,2023,large_mirror_statistics_gap,trade_value_usd,3701604398.0 vs 738340679.0,"Gap of 80.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
738,France,China,2023,large_mirror_statistics_gap,trade_value_usd,3701604398.0 vs 2483461007.0,"Gap of 32.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
739,France,China,2023,large_mirror_statistics_gap,trade_value_usd,686754499.0 vs 3890428476.0,"Gap of 466.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
741,France,China,2023,large_mirror_statistics_gap,trade_value_usd,686754499.0 vs 4254779559.0,"Gap of 519.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
742,France,China,2023,large_mirror_statistics_gap,trade_value_usd,686754499.0 vs 2483461007.0,"Gap of 261.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
744,France,China,2023,large_mirror_statistics_gap,trade_value_usd,4108622598.0 vs 738340679.0,"Gap of 82.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
746,France,China,2023,large_mirror_statistics_gap,trade_value_usd,4108622598.0 vs 2483461007.0,"Gap of 39.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
747,France,China,2023,large_mirror_statistics_gap,trade_value_usd,2313078407.0 vs 3890428476.0,"Gap of 68.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
748,France,China,2023,large_mirror_statistics_gap,trade_value_usd,2313078407.0 vs 738340679.0,"Gap of 68.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
749,France,China,2023,large_mirror_statistics_gap,trade_value_usd,2313078407.0 vs 4254779559.0,"Gap of 83.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
752,France,Japan,2019,large_mirror_statistics_gap,trade_value_usd,253471322.0 vs 4590929859.0,"Gap of 1711.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
753,France,Japan,2019,large_mirror_statistics_gap,trade_value_usd,253471322.0 vs 3370860205.0,"Gap of 1229.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
754,France,Japan,2019,large_mirror_statistics_gap,trade_value_usd,4392194918.0 vs 255377648.0,"Gap of 94.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
756,France,Japan,2019,large_mirror_statistics_gap,trade_value_usd,4392194918.0 vs 3370860205.0,"Gap of 23.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
757,France,Japan,2019,large_mirror_statistics_gap,trade_value_usd,3418860482.0 vs 255377648.0,"Gap of 92.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
758,France,Japan,2019,large_mirror_statistics_gap,trade_value_usd,3418860482.0 vs 4590929859.0,"Gap of 34.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
761,France,Japan,2020,large_mirror_statistics_gap,trade_value_usd,1019649219.0 vs 1518866516.0,"Gap of 49.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
762,France,Japan,2020,large_mirror_statistics_gap,trade_value_usd,1532649305.0 vs 1006906094.0,"Gap of 34.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
765,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1424280578.0 vs 1806392229.0,"Gap of 26.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
766,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1424280578.0 vs 3957143856.0,"Gap of 177.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
767,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1424280578.0 vs 5407360575.0,"Gap of 279.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
770,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1807067922.0 vs 3957143856.0,"Gap of 119.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
771,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1807067922.0 vs 5407360575.0,"Gap of 199.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
772,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,3646677618.0 vs 1560108084.0,"Gap of 57.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
773,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,3646677618.0 vs 1806392229.0,"Gap of 50.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
775,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,3646677618.0 vs 5407360575.0,"Gap of 48.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
776,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,4937778894.0 vs 1560108084.0,"Gap of 68.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
777,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,4937778894.0 vs 1806392229.0,"Gap of 63.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
778,France,Japan,2021,large_mirror_statistics_gap,trade_value_usd,4937778894.0 vs 3957143856.0,"Gap of 19.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
781,France,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1299507049.0 vs 3069861537.0,"Gap of 136.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
782,France,Japan,2022,large_mirror_statistics_gap,trade_value_usd,2931199619.0 vs 1410033610.0,"Gap of 51.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
785,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1239389451.0 vs 763419874.0,"Gap of 38.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
786,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1239389451.0 vs 5063647826.0,"Gap of 308.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
787,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1239389451.0 vs 523759053.0,"Gap of 57.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
789,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,747800378.0 vs 1266864896.0,"Gap of 69.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
791,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,747800378.0 vs 5063647826.0,"Gap of 577.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
792,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,747800378.0 vs 523759053.0,"Gap of 30.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
793,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,747800378.0 vs 1146942540.0,"Gap of 53.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
794,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,4809163877.0 vs 1266864896.0,"Gap of 73.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
795,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,4809163877.0 vs 763419874.0,"Gap of 84.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
797,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,4809163877.0 vs 523759053.0,"Gap of 89.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
798,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,4809163877.0 vs 1146942540.0,"Gap of 76.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
799,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,532138298.0 vs 1266864896.0,"Gap of 138.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
800,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,532138298.0 vs 763419874.0,"Gap of 43.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
801,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,532138298.0 vs 5063647826.0,"Gap of 851.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
803,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,532138298.0 vs 1146942540.0,"Gap of 115.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
804,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1088659333.0 vs 1266864896.0,"Gap of 16.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
805,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1088659333.0 vs 763419874.0,"Gap of 29.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
806,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1088659333.0 vs 5063647826.0,"Gap of 365.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
807,France,Japan,2023,large_mirror_statistics_gap,trade_value_usd,1088659333.0 vs 523759053.0,"Gap of 51.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
810,France,India,2019,large_mirror_statistics_gap,trade_value_usd,2583345969.0 vs 277170546.0,"Gap of 89.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
811,France,India,2019,large_mirror_statistics_gap,trade_value_usd,2583345969.0 vs 821720289.0,"Gap of 68.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
812,France,India,2019,large_mirror_statistics_gap,trade_value_usd,269043954.0 vs 2759871506.0,"Gap of 925.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
814,France,India,2019,large_mirror_statistics_gap,trade_value_usd,269043954.0 vs 821720289.0,"Gap of 205.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
815,France,India,2019,large_mirror_statistics_gap,trade_value_usd,788409475.0 vs 2759871506.0,"Gap of 250.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
816,France,India,2019,large_mirror_statistics_gap,trade_value_usd,788409475.0 vs 277170546.0,"Gap of 64.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
819,France,India,2020,large_mirror_statistics_gap,trade_value_usd,2301888967.0 vs 924689783.0,"Gap of 59.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
820,France,India,2020,large_mirror_statistics_gap,trade_value_usd,2301888967.0 vs 706473116.0,"Gap of 69.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
821,France,India,2020,large_mirror_statistics_gap,trade_value_usd,2301888967.0 vs 1582206491.0,"Gap of 31.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
822,France,India,2020,large_mirror_statistics_gap,trade_value_usd,859307301.0 vs 2499651918.0,"Gap of 190.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
824,France,India,2020,large_mirror_statistics_gap,trade_value_usd,859307301.0 vs 706473116.0,"Gap of 17.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
825,France,India,2020,large_mirror_statistics_gap,trade_value_usd,859307301.0 vs 1582206491.0,"Gap of 84.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
826,France,India,2020,large_mirror_statistics_gap,trade_value_usd,645057305.0 vs 2499651918.0,"Gap of 287.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
827,France,India,2020,large_mirror_statistics_gap,trade_value_usd,645057305.0 vs 924689783.0,"Gap of 43.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
829,France,India,2020,large_mirror_statistics_gap,trade_value_usd,645057305.0 vs 1582206491.0,"Gap of 145.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
830,France,India,2020,large_mirror_statistics_gap,trade_value_usd,1504509979.0 vs 2499651918.0,"Gap of 66.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
831,France,India,2020,large_mirror_statistics_gap,trade_value_usd,1504509979.0 vs 924689783.0,"Gap of 38.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
832,France,India,2020,large_mirror_statistics_gap,trade_value_usd,1504509979.0 vs 706473116.0,"Gap of 53.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
835,France,India,2021,large_mirror_statistics_gap,trade_value_usd,2667927382.0 vs 854925441.0,"Gap of 68.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
837,France,India,2021,large_mirror_statistics_gap,trade_value_usd,2667927382.0 vs 816440726.0,"Gap of 69.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
838,France,India,2021,large_mirror_statistics_gap,trade_value_usd,842245297.0 vs 2721385035.0,"Gap of 223.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
840,France,India,2021,large_mirror_statistics_gap,trade_value_usd,842245297.0 vs 2321219737.0,"Gap of 175.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
842,France,India,2021,large_mirror_statistics_gap,trade_value_usd,2140297728.0 vs 2721385035.0,"Gap of 27.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
843,France,India,2021,large_mirror_statistics_gap,trade_value_usd,2140297728.0 vs 854925441.0,"Gap of 60.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
845,France,India,2021,large_mirror_statistics_gap,trade_value_usd,2140297728.0 vs 816440726.0,"Gap of 61.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
846,France,India,2021,large_mirror_statistics_gap,trade_value_usd,744010367.0 vs 2721385035.0,"Gap of 265.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
848,France,India,2021,large_mirror_statistics_gap,trade_value_usd,744010367.0 vs 2321219737.0,"Gap of 212.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
852,France,India,2023,large_mirror_statistics_gap,trade_value_usd,2777375872.0 vs 4456851614.0,"Gap of 60.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
853,France,India,2023,large_mirror_statistics_gap,trade_value_usd,2777375872.0 vs 596572953.0,"Gap of 78.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
854,France,India,2023,large_mirror_statistics_gap,trade_value_usd,4077454229.0 vs 3037496355.0,"Gap of 25.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
856,France,India,2023,large_mirror_statistics_gap,trade_value_usd,4077454229.0 vs 596572953.0,"Gap of 85.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
857,France,India,2023,large_mirror_statistics_gap,trade_value_usd,603045628.0 vs 3037496355.0,"Gap of 403.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
858,France,India,2023,large_mirror_statistics_gap,trade_value_usd,603045628.0 vs 4456851614.0,"Gap of 639.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
861,France,Brazil,2019,large_mirror_statistics_gap,trade_value_usd,661914476.0 vs 2755230864.0,"Gap of 316.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
862,France,Brazil,2019,large_mirror_statistics_gap,trade_value_usd,661914476.0 vs 1627564585.0,"Gap of 145.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
863,France,Brazil,2019,large_mirror_statistics_gap,trade_value_usd,2700086295.0 vs 651463066.0,"Gap of 75.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
865,France,Brazil,2019,large_mirror_statistics_gap,trade_value_usd,2700086295.0 vs 1627564585.0,"Gap of 39.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
866,France,Brazil,2019,large_mirror_statistics_gap,trade_value_usd,1606902546.0 vs 651463066.0,"Gap of 59.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
867,France,Brazil,2019,large_mirror_statistics_gap,trade_value_usd,1606902546.0 vs 2755230864.0,"Gap of 71.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
870,France,Brazil,2020,large_mirror_statistics_gap,trade_value_usd,1280378218.0 vs 1819823776.0,"Gap of 42.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
871,France,Brazil,2020,large_mirror_statistics_gap,trade_value_usd,1837090779.0 vs 1360809814.0,"Gap of 25.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
875,France,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2464218083.0 vs 1681335815.0,"Gap of 31.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
876,France,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2162039836.0 vs 2540312879.0,"Gap of 17.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
878,France,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2162039836.0 vs 1681335815.0,"Gap of 22.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
879,France,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,1707517941.0 vs 2540312879.0,"Gap of 48.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
880,France,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,1707517941.0 vs 2211687081.0,"Gap of 29.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
883,France,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,4228023665.0 vs 2842313260.0,"Gap of 32.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
884,France,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,2596747396.0 vs 4459956315.0,"Gap of 71.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
887,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,134685686.0 vs 88649894.0,"Gap of 34.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
888,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,134685686.0 vs 2695060578.0,"Gap of 1901.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
889,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,134685686.0 vs 2387713955.0,"Gap of 1672.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
890,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,80696252.0 vs 132447333.0,"Gap of 64.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
892,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,80696252.0 vs 2695060578.0,"Gap of 3239.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
893,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,80696252.0 vs 2387713955.0,"Gap of 2858.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
894,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,2600334578.0 vs 132447333.0,"Gap of 94.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
895,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,2600334578.0 vs 88649894.0,"Gap of 96.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
898,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,2435356146.0 vs 132447333.0,"Gap of 94.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
899,France,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,2435356146.0 vs 88649894.0,"Gap of 96.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
903,France,UK,2019,large_mirror_statistics_gap,trade_value_usd,616093187.0 vs 1207132321.0,"Gap of 95.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
904,France,UK,2019,large_mirror_statistics_gap,trade_value_usd,1151439807.0 vs 623401898.0,"Gap of 45.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
907,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,4492519695.0 vs 3160483092.0,"Gap of 29.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
908,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,4492519695.0 vs 1258208882.0,"Gap of 72.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
910,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,3011933060.0 vs 4829562200.0,"Gap of 60.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
912,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,3011933060.0 vs 1258208882.0,"Gap of 58.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
913,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,3011933060.0 vs 4151703448.0,"Gap of 37.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
914,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,1209978659.0 vs 4829562200.0,"Gap of 299.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
915,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,1209978659.0 vs 3160483092.0,"Gap of 161.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
